Module ID	Module	Module Category	GCF_000297055.2_ASM29705v2_genomic Module presence	GCF_000971475.1_ASM97147v1_genomic Module presence	bin_1_Betaproteobacteria Module presence	bin_2_Rhizobiales Module presence
M00275	PTS system, cellobiose-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00276	PTS system, mannose-specific II component	Phosphotransferase system (PTS)	Present	Present	Absent	Present
M00277	PTS system, N-acetylgalactosamine-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00278	PTS system, sorbose-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00279	PTS system, galactitol-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00280	PTS system, glucitol/sorbitol-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00281	PTS system, lactose-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00282	PTS system, D-glucosamine-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00283	PTS system, ascorbate-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00284	Origin recognition complex	Replication system	Absent	Absent	Absent	Absent
M00285	MCM complex	Replication system	Absent	Absent	Absent	Absent
M00286	GINS complex	Replication system	Absent	Absent	Absent	Absent
M00287	PTS system, galactosamine-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00288	RPA complex	Replication system	Absent	Absent	Absent	Absent
M00289	RF-C complex	Replication system	Absent	Absent	Absent	Absent
M00290	Holo-TFIIH complex	Repair system	Absent	Absent	Absent	Absent
M00291	MRN complex	Repair system	Absent	Absent	Absent	Absent
M00292	MRX complex	Repair system	Absent	Absent	Absent	Absent
M00293	DNA polymerase zeta complex	DNA polymerase	Absent	Absent	Absent	Absent
M00294	DNA polymerase gamma complex	DNA polymerase	Absent	Absent	Absent	Absent
M00295	BRCA1-associated genome surveillance complex (BASC)	Repair system	Absent	Absent	Absent	Absent
M00296	BER complex	Repair system	Absent	Absent	Absent	Absent
M00297	DNA-PK complex	Repair system	Absent	Absent	Absent	Absent
M00298	Multidrug/hemolysin transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00299	Spermidine/putrescine transport system	Mineral and organic ion transport system	Absent	Present	Absent	Present
M00300	Putrescine transport system	Mineral and organic ion transport system	Absent	Absent	Absent	Present
M00301	Mannopine transport system	Mineral and organic ion transport system	Absent	Absent	Absent	Absent
M00302	2-Aminoethylphosphonate transport system	Mineral and organic ion transport system	Absent	Absent	Absent	Absent
M00303	PTS system, N-acetylmuramic acid-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00304	PTS system, fructose-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00305	PTS system, 2-O-A-mannosyl-D-glycerate-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00306	PTS system, fructose-specific II-like component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	Central carbohydrate metabolism	Present	Present	Present	Present
M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Central carbohydrate metabolism	Absent	Absent	Absent	Present
M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	Central carbohydrate metabolism	Absent	Absent	Absent	Absent
M00314	Bacitracin transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00315	Uncharacterized ABC transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00316	Manganese transport system	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Absent
M00317	Manganese/iron transport system	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Absent
M00318	Iron/zinc/manganese/copper transport system	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Absent
M00319	Manganese/zinc/iron transport system	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Absent
M00320	Lipopolysaccharide export system	ABC-2 type and other transport systems	Present	Present	Present	Present
M00321	Bicarbonate transport system	Mineral and organic ion transport system	Absent	Absent	Absent	Absent
M00322	Neutral amino acid transport system	Phosphate and amino acid transport system	Absent	Absent	Absent	Absent
M00323	Urea transport system	Phosphate and amino acid transport system	Present	Present	Absent	Present
M00324	Dipeptide transport system	Peptide and nickel transport system	Absent	Absent	Absent	Present
M00325	alpha-Hemolysin/cyclolysin transport system	Bacterial secretion system	Present	Present	Present	Present
M00326	RTX toxin transport system	Bacterial secretion system	Present	Present	Present	Present
M00327	S-Layer protein transport system	Bacterial secretion system	Present	Present	Present	Present
M00328	Hemophore/metalloprotease transport system	Bacterial secretion system	Present	Present	Present	Absent
M00329	Multiple protein transport system	Bacterial secretion system	Absent	Absent	Absent	Absent
M00330	Adhesin protein transport system	Bacterial secretion system	Absent	Absent	Absent	Absent
M00331	Type II general secretion pathway	Bacterial secretion system	Present	Present	Present	Present
M00332	Type III secretion system	Bacterial secretion system	Absent	Absent	Absent	Absent
M00333	Type IV secretion system	Bacterial secretion system	Absent	Absent	Absent	Present
M00334	Type VI secretion system	Bacterial secretion system	Absent	Absent	Absent	Absent
M00335	Sec (secretion) system	Bacterial secretion system	Present	Present	Present	Present
M00336	Twin-arginine translocation (Tat) system	Bacterial secretion system	Present	Present	Present	Present
M00337	Immunoproteasome	Proteasome	Absent	Absent	Absent	Absent
M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	Cysteine and methionine metabolism	Absent	Absent	Absent	Absent
M00339	RaxAB-RaxC type I secretion system	Bacterial secretion system	Present	Present	Present	Present
M00340	Proteasome, 20S core particle	Proteasome	Absent	Absent	Absent	Absent
M00341	Proteasome, 19S regulatory particle (PA700)	Proteasome	Absent	Absent	Absent	Absent
M00342	Bacterial proteasome	Proteasome	Absent	Absent	Absent	Absent
M00343	Archaeal proteasome	Proteasome	Absent	Absent	Absent	Absent
M00344	Formaldehyde assimilation, xylulose monophosphate pathway	Methane metabolism	Absent	Absent	Absent	Absent
M00345	Formaldehyde assimilation, ribulose monophosphate pathway	Methane metabolism	Absent	Absent	Absent	Absent
M00346	Formaldehyde assimilation, serine pathway	Methane metabolism	Absent	Absent	Absent	Absent
M00348	Glutathione transport system	Peptide and nickel transport system	Absent	Absent	Absent	Present
M00349	Microcin C transport system	Peptide and nickel transport system	Absent	Absent	Absent	Present
M00350	Capsaicin biosynthesis, L-Phenylalanine => Capsaicin		Absent	Absent	Absent	Absent
M00351	Spliceosome, U1-snRNP	Spliceosome	Absent	Absent	Absent	Absent
M00352	Spliceosome, U2-snRNP	Spliceosome	Absent	Absent	Absent	Absent
M00353	Spliceosome, Prp19/CDC5L complex	Spliceosome	Absent	Absent	Absent	Absent
M00354	Spliceosome, U4/U6.U5 tri-snRNP	Spliceosome	Absent	Absent	Absent	Absent
M00355	Spliceosome, 35S U5-snRNP	Spliceosome	Absent	Absent	Absent	Absent
M00356	Methanogenesis, methanol => methane	Methane metabolism	Absent	Absent	Absent	Absent
M00357	Methanogenesis, acetate => methane	Methane metabolism	Absent	Absent	Absent	Absent
M00358	Coenzyme M biosynthesis	Methane metabolism	Absent	Absent	Absent	Absent
M00359	Aminoacyl-tRNA biosynthesis, eukaryotes	Aminoacyl tRNA	Present	Present	Present	Present
M00360	Aminoacyl-tRNA biosynthesis, prokaryotes	Aminoacyl tRNA	Present	Present	Present	Present
M00361	Nucleotide sugar biosynthesis, eukaryotes	Nucleotide sugar	Present	Present	Absent	Absent
M00362	Nucleotide sugar biosynthesis, prokaryotes	Nucleotide sugar	Present	Present	Absent	Absent
M00363	EHEC pathogenicity signature, Shiga toxin	Pathogenicity	Absent	Absent	Absent	Absent
M00364	C10-C20 isoprenoid biosynthesis, bacteria	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent
M00365	C10-C20 isoprenoid biosynthesis, archaea	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent
M00366	C10-C20 isoprenoid biosynthesis, plants	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent
M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent
M00368	Ethylene biosynthesis, methionine => ethylene	Cysteine and methionine metabolism	Absent	Absent	Absent	Absent
M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin	Other amino acid metabolism	Absent	Absent	Absent	Absent
M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00371	Castasterone biosynthesis, campesterol => castasterone	Other terpenoid biosynthesis	Absent	Absent	Absent	Absent
M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	Other terpenoid biosynthesis	Absent	Absent	Absent	Absent
M00373	Ethylmalonyl pathway	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00374	Dicarboxylate-hydroxybutyrate cycle	Carbon fixation	Absent	Absent	Absent	Absent
M00375	Hydroxypropionate-hydroxybutylate cycle	Carbon fixation	Absent	Absent	Absent	Absent
M00376	3-Hydroxypropionate bi-cycle	Carbon fixation	Absent	Absent	Absent	Absent
M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Carbon fixation	Absent	Absent	Absent	Absent
M00378	F420 biosynthesis	Methane metabolism	Absent	Absent	Absent	Absent
M00379	SCF-MET30 complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00380	SCF-BTRC complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00381	SCF-SKP2 complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00382	SCF-FBS complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00383	ECV complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00384	Cul3-SPOP complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00385	Cul4-DDB1-DDB2 complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00386	Cul4-DDB1-CSA complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00387	SCF-FBW7 complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00388	ECS complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00389	APC/C complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00390	Exosome, archaea	RNA processing	Absent	Absent	Absent	Absent
M00391	Exosome, eukaryotes	RNA processing	Absent	Absent	Absent	Absent
M00392	Ski complex	RNA processing	Absent	Absent	Absent	Absent
M00393	TRAMP complex	RNA processing	Absent	Absent	Absent	Absent
M00394	RNA degradosome	RNA processing	Present	Present	Present	Present
M00395	Decapping complex	RNA processing	Absent	Absent	Absent	Absent
M00396	Lsm 2-8 complex	Spliceosome	Absent	Absent	Absent	Absent
M00397	Lsm 1-7 complex	Spliceosome	Absent	Absent	Absent	Absent
M00398	Sm core complex	Spliceosome	Absent	Absent	Absent	Absent
M00399	Cap binding complex	Spliceosome	Absent	Absent	Absent	Absent
M00400	p97-Ufd1-Npl4 complex	Protein processing	Absent	Absent	Absent	Absent
M00401	Sec61 complex	Protein processing	Absent	Absent	Absent	Absent
M00402	Translocon-associated protein (TRAP) complex	Protein processing	Absent	Absent	Absent	Absent
M00403	HRD1/SEL1 ERAD complex	Protein processing	Absent	Absent	Absent	Absent
M00404	COPII complex	Protein processing	Absent	Absent	Absent	Absent
M00405	THC complex	RNA processing	Absent	Absent	Absent	Absent
M00406	TREX complex	RNA processing	Absent	Absent	Absent	Absent
M00407	SCF-CDC4 complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00408	ESCRT-0 complex	Protein processing	Absent	Absent	Absent	Absent
M00409	ESCRT-I complex	Protein processing	Absent	Absent	Absent	Absent
M00410	ESCRT-II complex	Protein processing	Absent	Absent	Absent	Absent
M00411	SCF-GRR1 complex	Ubiquitin system	Absent	Absent	Absent	Absent
M00412	ESCRT-III complex	Protein processing	Absent	Absent	Absent	Absent
M00413	FA core complex	Repair system	Absent	Absent	Absent	Absent
M00414	Bloom's syndrome complex	Repair system	Absent	Absent	Absent	Absent
M00415	Fatty acid biosynthesis, elongation, endoplasmic reticulum	Fatty acid biosynthesis and degradation	Absent	Absent	Absent	Absent
M00416	Cytochrome aa3-600 menaquinol oxidase	ATP synthesis	Absent	Absent	Absent	Absent
M00417	Cytochrome o ubiquinol oxidase	ATP synthesis	Absent	Absent	Absent	Absent
M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA	Aromatics degradation	Absent	Absent	Absent	Absent
M00419	Cymene degradation, p-cymene => p-cumate	Aromatics degradation	Present	Present	Present	Present
M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	Methane metabolism	Absent	Absent	Absent	Absent
M00423	Molybdate/tungstate transport system	Mineral and organic ion transport system	Absent	Absent	Absent	Absent
M00424	Shelterin complex	Replication system	Absent	Absent	Absent	Absent
M00425	H/ACA ribonucleoprotein complex	RNA processing	Absent	Absent	Absent	Absent
M00426	Survival motor neuron (SMN) complex	RNA processing	Absent	Absent	Absent	Absent
M00427	Nuclear pore complex	RNA processing	Absent	Absent	Absent	Absent
M00428	eIF4F complex	RNA processing	Absent	Absent	Absent	Absent
M00429	Competence-related DNA transformation transporter	Bacterial secretion system	Present	Present	Present	Present
M00430	Exon junction complex (EJC)	RNA processing	Absent	Absent	Absent	Absent
M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Branched-chain amino acid metabolism	Present	Present	Present	Present
M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	Lysine metabolism	Absent	Absent	Absent	Absent
M00434	PhoR-PhoB (phosphate starvation response) two-component regulatory system	Two-component regulatory system	Present	Present	Present	Absent
M00435	Taurine transport system	Mineral and organic ion transport system	Absent	Absent	Absent	Absent
M00436	Sulfonate transport system	Mineral and organic ion transport system	Absent	Absent	Absent	Absent
M00437	Phthalate transport system	Mineral and organic ion transport system	Present	Present	Present	Present
M00438	Nitrate/nitrite transport system	Mineral and organic ion transport system	Present	Present	Present	Present
M00439	Oligopeptide transport system	Peptide and nickel transport system	Absent	Absent	Absent	Absent
M00440	Nickel transport system	Peptide and nickel transport system	Absent	Absent	Absent	Absent
M00442	Putative hydroxymethylpyrimidine transport system	Mineral and organic ion transport system	Absent	Absent	Absent	Present
M00443	SenX3-RegX3 (phosphate starvation response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00444	PhoQ-PhoP (magnesium transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Present	Absent
M00445	EnvZ-OmpR (osmotic stress response) two-component regulatory system	Two-component regulatory system	Present	Present	Absent	Absent
M00446	RstB-RstA two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00447	CpxA-CpxR (envelope stress response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00448	CssS-CssR (secretion stress response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00449	CreC-CreB (phosphate regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00450	BaeS-BaeR (envelope stress response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00451	BasS-BasR (antimicrobial peptide resistance) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00452	CusS-CusR (copper tolerance) two-component regulatory system	Two-component regulatory system	Present	Absent	Present	Absent
M00453	QseC-QseB (quorum sensing) two-component regulatory system	Two-component regulatory system	Present	Present	Absent	Absent
M00454	KdpD-KdpE (potassium transport) two-component regulatory system	Two-component regulatory system	Absent	Present	Absent	Present
M00455	TorS-TorR (TMAO respiration) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00456	ArcB-ArcA (anoxic redox control) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00457	TctE-TctD (tricarboxylic acid transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Present
M00458	ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00459	VicK-VicR (cell wall metabolism) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00460	MprB-MprA (maintenance of persistent infection) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00461	MtrB-MtrA (osmotic stress response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00462	PrrB-PrrA (intracellular multiplication) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00463	TrcS-TrcR two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00464	NrsS-NrsR (nickel tolerance) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00465	ManS-ManR (manganese homeostasis) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00466	NblS-NblR (photosynthesis) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00467	SasA-RpaAB (circadian timing mediating) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00468	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00469	BceS-BceR (bacitracin transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00470	YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00471	NarX-NarL (nitrate respiration) two-component regulatory system	Two-component regulatory system	Absent	Absent	Present	Absent
M00472	NarQ-NarP (nitrate respiration) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00474	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00476	ComP-ComA (competence) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00478	DegS-DegU (multicellular behavior control) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00480	VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00481	LiaS-LiaR (cell wall stress response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00482	DevS-DevR (redox response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00483	NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00484	YdfH-YdfI two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00486	CitA-CitB (citrate fermentation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00487	CitS-CitT (magnesium-citrate transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00490	MalK-MalR (malate transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00491	arabinogalactan oligomer/maltooligosaccharide transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Present
M00492	LytS-LytR two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00493	AlgZ-AlgR (alginate production) two-component regulatory system	Two-component regulatory system	Present	Present	Present	Absent
M00494	NatK-NatR (sodium extrusion) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00495	AgrC-AgrA (exoprotein synthesis) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00496	ComD-ComE (competence) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00497	GlnL-GlnG (nitrogen regulation) two-component regulatory system	Two-component regulatory system	Present	Present	Present	Present
M00498	NtrY-NtrX (nitrogen regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Present
M00499	HydH-HydG (metal tolerance) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00500	AtoS-AtoC (cPHB biosynthesis) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00501	PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system	Two-component regulatory system	Present	Present	Absent	Absent
M00502	GlrK-GlrR (amino sugar metabolism) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00503	PgtB-PgtA (phosphoglycerate transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00504	DctB-DctD (C4-dicarboxylate transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00505	KinB-AlgB (alginate production) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00506	CheA-CheYBV (chemotaxis) two-component regulatory system	Two-component regulatory system	Present	Present	Present	Present
M00507	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system	Two-component regulatory system	Present	Present	Present	Absent
M00508	PixL-PixGH (positive phototaxis) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00509	WspE-WspRF (chemosensory) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00510	Cph1-Rcp1 (light response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00511	PleC-PleD (cell fate control) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Present
M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Present
M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	Two-component regulatory system	Present	Present	Present	Absent
M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00519	YesM-YesN two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00520	ChvG-ChvI (acidity sensing) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Present
M00521	CiaH-CiaR two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00522	SalK-SalR two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00523	RegB-RegA (redox response) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Present
M00524	FixL-FixJ (nitrogen fixation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Lysine metabolism	Absent	Absent	Absent	Absent
M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Lysine metabolism	Present	Present	Present	Present
M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Lysine metabolism	Present	Present	Present	Present
M00528	Nitrification, ammonia => nitrite	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00529	Denitrification, nitrate => nitrogen	Nitrogen metabolism	Present	Present	Absent	Present
M00530	Dissimilatory nitrate reduction, nitrate => ammonia	Nitrogen metabolism	Present	Present	Present	Present
M00531	Assimilatory nitrate reduction, nitrate => ammonia	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00532	Photorespiration	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00534	Naphthalene degradation, naphthalene => salicylate	Aromatics degradation	Absent	Absent	Absent	Absent
M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Branched-chain amino acid metabolism	Absent	Absent	Absent	Absent
M00537	Xylene degradation, xylene => methylbenzoate	Aromatics degradation	Absent	Absent	Absent	Absent
M00538	Toluene degradation, toluene => benzoate	Aromatics degradation	Absent	Absent	Absent	Absent
M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	Aromatics degradation	Absent	Absent	Absent	Absent
M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	Aromatics degradation	Absent	Absent	Absent	Absent
M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	Aromatics degradation	Absent	Absent	Absent	Absent
M00542	EHEC/EPEC pathogenicity signature, T3SS and effectors	Pathogenicity	Absent	Absent	Absent	Absent
M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	Aromatics degradation	Absent	Absent	Absent	Absent
M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	Aromatics degradation	Absent	Absent	Absent	Absent
M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00546	Purine degradation, xanthine => urea	Purine metabolism	Absent	Absent	Absent	Absent
M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	Aromatics degradation	Absent	Absent	Absent	Absent
M00548	Benzene degradation, benzene => catechol	Aromatics degradation	Absent	Absent	Absent	Absent
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	Aromatics degradation	Absent	Absent	Absent	Absent
M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00555	Betaine biosynthesis, choline => betaine	Serine and threonine metabolism	Absent	Absent	Absent	Present
M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Methane metabolism	Absent	Absent	Absent	Absent
M00564	Helicobacter pylori pathogenicity signature, cagA pathogenicity island	Pathogenicity	Absent	Absent	Absent	Absent
M00565	Trehalose biosynthesis, D-glucose 1P => trehalose	Other carbohydrate metabolism	Present	Absent	Absent	Absent
M00566	Dipeptide transport system, Firmicutes	Peptide and nickel transport system	Absent	Absent	Absent	Absent
M00567	Methanogenesis, CO2 => methane	Methane metabolism	Absent	Absent	Absent	Absent
M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	Aromatics degradation	Absent	Absent	Absent	Absent
M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Aromatics degradation	Absent	Absent	Absent	Absent
M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Branched-chain amino acid metabolism	Present	Present	Present	Present
M00571	AlgE-type Mannuronan C-5-Epimerase transport system	Bacterial secretion system	Present	Present	Present	Present
